Protein,Protein_class,Buffer,Buffer_conc,Ingredient,Conc_Level,Model_source,Source_class,Source_proteins,N_Samples,N_Baseline,N_Ingredient,Mean_Protein_conc,Conc_Range_Min,Conc_Range_Max,Median_Conc,R2_logK,R2_n,Residual_std_logK,Residual_std_n,Boot_pred_std_logK,Boot_pred_std_n,Baseline_logK_mean,Baseline_n_mean,dlogK_dc_at_median,dn_dc_at_median
Adalimumab,mAb_IgG1,Histidine,50.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,50.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,50.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,50.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,50.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,75.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,97.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,Histidine,100.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Adalimumab,mAb_IgG1,PBS,10.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,20.0,NaCl,High,direct,,,4.0,2.0,2.0,234.5,0.0,140.0,70.0,0.31976803241815976,0.16866689596984397,1.167510040440639,0.024680350253945337,0.6550471060433516,0.01870413593900497,3.5161964755802106,0.9181036900750608,-0.011295088936164042,0.00015686235649274024
BSA,other,Acetate,50.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,50.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Acetate,80.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,15.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,25.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,30.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,36.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,40.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,40.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,40.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
BSA,other,Histidine,40.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
