Protein,Protein_class,Buffer,Buffer_conc,Ingredient,Conc_Level,Model_source,Source_class,Source_proteins,N_Samples,N_Baseline,N_Ingredient,Mean_Protein_conc,Conc_Range_Min,Conc_Range_Max,Median_Conc,R2_logK,R2_n,Residual_std_logK,Residual_std_n,Boot_pred_std_logK,Boot_pred_std_n,Baseline_logK_mean,Baseline_n_mean,dlogK_dc_at_median,dn_dc_at_median
Nivolumab,mAb_IgG4,Histidine,50.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,50.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,50.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,50.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,50.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,50.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,50.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,50.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,50.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,50.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,50.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,50.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,50.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,50.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,50.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,75.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,97.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,Histidine,100.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Nivolumab,mAb_IgG4,PBS,10.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,Trehalose,Medium,class_inferred,mAb_IgG4,Pembrolizumab|Ibalizumab|Nivolumab,4.0,2.0,2.0,100.0,0.0,0.5,0.25,0.4109437454072449,0.6970042894576758,0.2561308747952811,0.011410678019121634,0.15527917777445743,0.008807379421528247,1.4779216406449476,0.9415713463892375,-0.8452258931403056,0.06837683503814057
Pembrolizumab,mAb_IgG4,Acetate,20.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,20.0,NaCl,Medium,class_inferred,mAb_IgG4,Pembrolizumab|Ibalizumab|Nivolumab,4.0,2.0,2.0,100.0,0.0,140.0,70.0,9.196857013371584e-05,0.06574607261465815,0.7358677308197703,0.043055954894208937,0.41474375091093785,0.027132930774444265,1.4779216406449476,0.9415713463892375,-9.958168597439534e-05,-0.00016116684125974665
Pembrolizumab,mAb_IgG4,Acetate,20.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,50.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Acetate,80.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,15.0,Sucrose,Low,direct,,,4.0,3.0,1.0,70.75,0.0,0.4,0.0,0.1744563157029244,0.3382289273197657,0.6935907564411192,0.0292703675991127,0.4002354089910422,0.015770934644593827,1.6484445515439903,0.944802997273821,0.9091259607074686,-0.0596660249497713
Pembrolizumab,mAb_IgG4,Histidine,15.0,Sucrose,Medium,class_inferred,mAb_IgG4,Pembrolizumab|Ibalizumab|Nivolumab,4.0,3.0,1.0,96.25,0.0,0.5,0.0,0.03947411203634721,0.037873103188305834,0.5911182577677451,0.01935946467911311,0.3336919902322681,0.010578829902956364,1.26788948626559,0.954584487712368,-0.2733464590023993,-0.008761531831644187
Pembrolizumab,mAb_IgG4,Histidine,15.0,Sucrose,High,class_inferred,mAb_IgG4,Pembrolizumab|Ibalizumab|Nivolumab,8.0,6.0,2.0,166.33333333333334,0.0,0.75,0.0,0.7058975085574957,0.36305445448812634,0.6102927801629567,0.0358739086472166,0.3701127022059657,0.023800481587511038,4.245724741815286,0.8782698024920045,-5.063276163286279,0.28698278379396536
Pembrolizumab,mAb_IgG4,Histidine,15.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,15.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,15.0,Trehalose,High,class_inferred,mAb_IgG4,Pembrolizumab|Ibalizumab|Nivolumab,7.0,6.0,1.0,166.33333333333334,0.0,0.25,0.0,0.6965246345355451,0.4439921811643127,0.6385416528160376,0.0370337883145729,0.24275530313405835,0.014756225935751821,4.245724741815286,0.8782698024920045,-5.489945171993638,0.18780952209477425
Pembrolizumab,mAb_IgG4,Histidine,15.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,15.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,15.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,15.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,15.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,15.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,15.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,15.0,Lysine,Medium,class_inferred,mAb_IgG4,Pembrolizumab|Ibalizumab|Nivolumab,5.0,3.0,2.0,119.4,0.0,125.0,0.0,0.031070667413726438,0.10100950852455104,0.5294410309748696,0.01784126976477436,0.8839551018471582,0.036987929761972335,1.26788948626559,0.954584487712368,0.003214725256828199,-0.0003783167858845138
Pembrolizumab,mAb_IgG4,Histidine,15.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,15.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,15.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,15.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,15.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,15.0,Arginine,Medium,class_inferred,mAb_IgG4,Pembrolizumab|Ibalizumab|Nivolumab,5.0,3.0,2.0,102.2,0.0,250.0,0.0,0.22258891648181356,0.2287329316480322,0.5287625839309339,0.01747008145404836,2.2407972082827188,0.08752448332014415,1.26788948626559,0.954584487712368,0.0015871308711723486,0.0001002389846474494
Pembrolizumab,mAb_IgG4,Histidine,15.0,Arginine,High,direct,,,5.0,3.0,2.0,153.8,0.0,100.0,0.0,0.8656376874218813,0.40096041069339095,0.34904041641752376,0.04181619803765551,1.256191473601342,0.04741071865803611,4.214381153598989,0.8679476007257466,-0.03719950836256203,0.00053059322907556
Pembrolizumab,mAb_IgG4,Histidine,15.0,NaCl,Low,direct,,,4.0,3.0,1.0,70.75,0.0,140.0,0.0,0.05121776578466364,0.4208519328280236,0.693582438504326,0.029270848596239886,0.36097111559630146,0.01629013194130829,1.6484445515439903,0.944802997273821,0.0013128180209598383,-0.00020327528028885045
Pembrolizumab,mAb_IgG4,Histidine,15.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,15.0,NaCl,High,direct,,,4.0,3.0,1.0,158.5,0.0,140.0,0.0,0.8525176806753579,0.1512472374493432,0.30552567249409,0.04674362651512311,0.1672339404704926,0.026340631405720214,4.214381153598989,0.8679476007257466,-0.005984237577694174,0.000160751460753783
Pembrolizumab,mAb_IgG4,Histidine,25.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,25.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,25.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,25.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,25.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,25.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,25.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,25.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,25.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Pembrolizumab,mAb_IgG4,Histidine,25.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
