,MW(kDa),PI_mean,PI_range,Protein,Temperature,Sugar(M),Concentration,MW(kDa)_log,PI_mean_log,PI_range_log,Protein_log,Temperature_log,Sugar(M)_log,Concentration_log,MW(kDa)_squared,MW(kDa)_cubed,PI_mean_squared,PI_mean_cubed,PI_range_squared,PI_range_cubed,Protein_squared,Protein_cubed,Temperature_squared,Temperature_cubed,Sugar(M)_squared,Sugar(M)_cubed,Concentration_squared,Concentration_cubed,Protein_Conc_Interaction,Temp_Sugar_Interaction,MW_PImean_Interaction,MW(kDa)_inv,PI_mean_inv,PI_range_inv,Protein_inv,Temperature_inv,Sugar(M)_inv,Concentration_inv,MW(kDa)_norm,PI_mean_norm,PI_range_norm,Protein_norm,Temperature_norm,Sugar(M)_norm,Concentration_norm,Protein type_BGG,Protein type_BSA,Protein type_none,Protein type_poly-hIgG,Buffer_Histidine,Buffer_PBS,Sugar_Sucrose,Sugar_Trehalose,Sugar_none,Surfactant_none,Surfactant_tween-20,Surfactant_tween-80,Protein type_BGG_freq,Protein type_BSA_freq,Protein type_none_freq,Protein type_poly-hIgG_freq,Buffer_Histidine_freq,Buffer_PBS_freq,Sugar_Sucrose_freq,Sugar_Trehalose_freq,Sugar_none_freq,Surfactant_none_freq,Surfactant_tween-20_freq,Surfactant_tween-80_freq
73,0.0,0.0,0.0,0.0,25,0.4,0.05,0.0,0.0,0.0,0.0,3.258096538021482,0.33647223662121295,0.048790164169432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.16000000000000003,0.06400000000000002,0.0025000000000000005,0.00012500000000000003,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,2.5,20.0,0.0,0.0,0.0,0.0,,0.39603960396039606,0.2,0,0,1,0,1,0,1,0,0,0,1,0,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.38596491228070173,0.38596491228070173,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.3333333333333333,0.7894736842105263
74,0.0,0.0,0.0,0.0,25,0.75,0.05,0.0,0.0,0.0,0.0,3.258096538021482,0.5596157879354227,0.048790164169432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.5625,0.421875,0.0025000000000000005,0.00012500000000000003,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.04,1.3333333333333333,20.0,0.0,0.0,0.0,0.0,,0.7425742574257426,0.2,0,0,1,0,1,0,1,0,0,0,1,0,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.38596491228070173,0.38596491228070173,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.3333333333333333,0.7894736842105263
75,0.0,0.0,0.0,0.0,25,0.5,0.0,0.0,0.0,0.0,0.0,3.258096538021482,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.25,0.125,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.04,2.0,0.0,0.0,0.0,0.0,0.0,,0.49504950495049505,0.0,0,0,1,0,1,0,0,1,0,1,0,0,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.16666666666666666,0.631578947368421,0.45614035087719296,0.6666666666666666,0.7894736842105263
76,0.0,0.0,0.0,0.0,25,1.0,0.0,0.0,0.0,0.0,0.0,3.258096538021482,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,,0.9900990099009901,0.0,0,0,1,0,1,0,0,1,0,1,0,0,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.16666666666666666,0.631578947368421,0.45614035087719296,0.6666666666666666,0.7894736842105263
77,0.0,0.0,0.0,0.0,25,0.5,0.0,0.0,0.0,0.0,0.0,3.258096538021482,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.25,0.125,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.04,2.0,0.0,0.0,0.0,0.0,0.0,,0.49504950495049505,0.0,0,0,1,0,1,0,0,1,0,1,0,0,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.16666666666666666,0.631578947368421,0.45614035087719296,0.6666666666666666,0.7894736842105263
78,0.0,0.0,0.0,0.0,25,1.0,0.0,0.0,0.0,0.0,0.0,3.258096538021482,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,,0.9900990099009901,0.0,0,0,1,0,1,0,0,1,0,1,0,0,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.16666666666666666,0.631578947368421,0.45614035087719296,0.6666666666666666,0.7894736842105263
79,0.0,0.0,0.0,0.0,25,0.5,0.1,0.0,0.0,0.0,0.0,3.258096538021482,0.4054651081081644,0.09531017980432487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.25,0.125,0.010000000000000002,0.0010000000000000002,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.04,2.0,10.0,0.0,0.0,0.0,0.0,,0.49504950495049505,0.4,0,0,1,0,1,0,0,1,0,0,1,0,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.16666666666666666,0.631578947368421,0.543859649122807,0.3333333333333333,0.7894736842105263
80,0.0,0.0,0.0,0.0,25,1.0,0.1,0.0,0.0,0.0,0.0,3.258096538021482,0.6931471805599453,0.09531017980432487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,1.0,1.0,0.010000000000000002,0.0010000000000000002,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,10.0,0.0,0.0,0.0,0.0,,0.9900990099009901,0.4,0,0,1,0,1,0,0,1,0,0,1,0,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.16666666666666666,0.631578947368421,0.543859649122807,0.3333333333333333,0.7894736842105263
81,0.0,0.0,0.0,0.0,25,0.5,0.1,0.0,0.0,0.0,0.0,3.258096538021482,0.4054651081081644,0.09531017980432487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.25,0.125,0.010000000000000002,0.0010000000000000002,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.04,2.0,10.0,0.0,0.0,0.0,0.0,,0.49504950495049505,0.4,0,0,1,0,1,0,0,1,0,0,0,1,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.16666666666666666,0.631578947368421,0.543859649122807,0.6666666666666666,0.21052631578947367
82,0.0,0.0,0.0,0.0,25,1.0,0.1,0.0,0.0,0.0,0.0,3.258096538021482,0.6931471805599453,0.09531017980432487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,1.0,1.0,0.010000000000000002,0.0010000000000000002,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,10.0,0.0,0.0,0.0,0.0,,0.9900990099009901,0.4,0,0,1,0,1,0,0,1,0,0,0,1,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.16666666666666666,0.631578947368421,0.543859649122807,0.6666666666666666,0.21052631578947367
83,66.0,4.7,0.3,145.0,25,1.0,0.0,4.204692619390966,1.7404661748405046,0.262364264467491,4.983606621708336,3.258096538021482,0.6931471805599453,0.0,4356.0,287496.0,22.090000000000003,103.82300000000001,0.09,0.026999999999999996,21025.0,3048625.0,625,15625,1.0,1.0,0.0,0.0,0.0,25.0,310.2,0.015151515151515152,0.2127659574468085,3.3333333333333335,0.006896551724137931,0.04,1.0,0.0,0.44,0.618421052631579,0.3,0.5576923076923077,,0.9900990099009901,0.0,0,1,0,0,0,1,0,1,0,1,0,0,0.8596491228070176,0.07017543859649122,0.5526315789473685,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.5350877192982456,0.16666666666666666,0.631578947368421,0.45614035087719296,0.6666666666666666,0.7894736842105263
84,150.0,6.6,1.0,163.0,25,1.0,0.0,5.017279836814924,2.028148247292285,0.6931471805599453,5.099866427824199,3.258096538021482,0.6931471805599453,0.0,22500.0,3375000.0,43.559999999999995,287.496,1.0,1.0,26569.0,4330747.0,625,15625,1.0,1.0,0.0,0.0,0.0,25.0,990.0,0.006666666666666667,0.15151515151515152,1.0,0.006134969325153374,0.04,1.0,0.0,1.0,0.868421052631579,1.0,0.6269230769230769,,0.9900990099009901,0.0,1,0,0,0,0,1,0,1,0,1,0,0,0.14035087719298245,0.9298245614035088,0.5526315789473685,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.5350877192982456,0.16666666666666666,0.631578947368421,0.45614035087719296,0.6666666666666666,0.7894736842105263
85,150.0,7.6,1.0,166.0,25,1.0,0.0,5.017279836814924,2.151762203259462,0.6931471805599453,5.117993812416755,3.258096538021482,0.6931471805599453,0.0,22500.0,3375000.0,57.76,438.97599999999994,1.0,1.0,27556.0,4574296.0,625,15625,1.0,1.0,0.0,0.0,0.0,25.0,1140.0,0.006666666666666667,0.13157894736842105,1.0,0.006024096385542169,0.04,1.0,0.0,1.0,1.0,1.0,0.6384615384615384,,0.9900990099009901,0.0,0,0,0,1,0,1,0,1,0,1,0,0,0.8596491228070176,0.9298245614035088,0.5526315789473685,0.34210526315789475,0.6140350877192983,0.6140350877192983,0.5350877192982456,0.16666666666666666,0.631578947368421,0.45614035087719296,0.6666666666666666,0.7894736842105263
86,66.0,4.7,0.3,65.0,25,1.0,0.0,4.204692619390966,1.7404661748405046,0.262364264467491,4.189654742026425,3.258096538021482,0.6931471805599453,0.0,4356.0,287496.0,22.090000000000003,103.82300000000001,0.09,0.026999999999999996,4225.0,274625.0,625,15625,1.0,1.0,0.0,0.0,0.0,25.0,310.2,0.015151515151515152,0.2127659574468085,3.3333333333333335,0.015384615384615385,0.04,1.0,0.0,0.44,0.618421052631579,0.3,0.25,,0.9900990099009901,0.0,0,1,0,0,0,1,0,1,0,1,0,0,0.8596491228070176,0.07017543859649122,0.5526315789473685,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.5350877192982456,0.16666666666666666,0.631578947368421,0.45614035087719296,0.6666666666666666,0.7894736842105263
87,150.0,6.6,1.0,77.0,25,1.0,0.0,5.017279836814924,2.028148247292285,0.6931471805599453,4.356708826689592,3.258096538021482,0.6931471805599453,0.0,22500.0,3375000.0,43.559999999999995,287.496,1.0,1.0,5929.0,456533.0,625,15625,1.0,1.0,0.0,0.0,0.0,25.0,990.0,0.006666666666666667,0.15151515151515152,1.0,0.012987012987012988,0.04,1.0,0.0,1.0,0.868421052631579,1.0,0.29615384615384616,,0.9900990099009901,0.0,1,0,0,0,0,1,0,1,0,1,0,0,0.14035087719298245,0.9298245614035088,0.5526315789473685,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.5350877192982456,0.16666666666666666,0.631578947368421,0.45614035087719296,0.6666666666666666,0.7894736842105263
88,150.0,7.6,1.0,72.0,25,1.0,0.0,5.017279836814924,2.151762203259462,0.6931471805599453,4.290459441148391,3.258096538021482,0.6931471805599453,0.0,22500.0,3375000.0,57.76,438.97599999999994,1.0,1.0,5184.0,373248.0,625,15625,1.0,1.0,0.0,0.0,0.0,25.0,1140.0,0.006666666666666667,0.13157894736842105,1.0,0.013888888888888888,0.04,1.0,0.0,1.0,1.0,1.0,0.27692307692307694,,0.9900990099009901,0.0,0,0,0,1,0,1,0,1,0,1,0,0,0.8596491228070176,0.9298245614035088,0.5526315789473685,0.34210526315789475,0.6140350877192983,0.6140350877192983,0.5350877192982456,0.16666666666666666,0.631578947368421,0.45614035087719296,0.6666666666666666,0.7894736842105263
89,150.0,6.6,1.0,66.0,25,0.47,0.0,5.017279836814924,2.028148247292285,0.6931471805599453,4.204692619390966,3.258096538021482,0.3852624007906449,0.0,22500.0,3375000.0,43.559999999999995,287.496,1.0,1.0,4356.0,287496.0,625,15625,0.22089999999999999,0.10382299999999998,0.0,0.0,0.0,11.75,990.0,0.006666666666666667,0.15151515151515152,1.0,0.015151515151515152,0.04,2.127659574468085,0.0,1.0,0.868421052631579,1.0,0.25384615384615383,,0.4653465346534653,0.0,1,0,0,0,0,1,0,1,0,1,0,0,0.14035087719298245,0.9298245614035088,0.5526315789473685,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.5350877192982456,0.16666666666666666,0.631578947368421,0.45614035087719296,0.6666666666666666,0.7894736842105263
90,66.0,4.7,0.3,67.0,25,0.466,0.0,4.204692619390966,1.7404661748405046,0.262364264467491,4.219507705176107,3.258096538021482,0.3825376034644598,0.0,4356.0,287496.0,22.090000000000003,103.82300000000001,0.09,0.026999999999999996,4489.0,300763.0,625,15625,0.21715600000000002,0.10119469600000001,0.0,0.0,0.0,11.65,310.2,0.015151515151515152,0.2127659574468085,3.3333333333333335,0.014925373134328358,0.04,2.1459227467811157,0.0,0.44,0.618421052631579,0.3,0.25769230769230766,,0.4613861386138614,0.0,0,1,0,0,0,1,0,1,0,1,0,0,0.8596491228070176,0.07017543859649122,0.5526315789473685,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.5350877192982456,0.16666666666666666,0.631578947368421,0.45614035087719296,0.6666666666666666,0.7894736842105263
91,150.0,7.6,1.0,68.0,25,0.447,0.0,5.017279836814924,2.151762203259462,0.6931471805599453,4.23410650459726,3.258096538021482,0.3694924476493468,0.0,22500.0,3375000.0,57.76,438.97599999999994,1.0,1.0,4624.0,314432.0,625,15625,0.19980900000000001,0.08931462300000001,0.0,0.0,0.0,11.175,1140.0,0.006666666666666667,0.13157894736842105,1.0,0.014705882352941176,0.04,2.237136465324385,0.0,1.0,1.0,1.0,0.26153846153846155,,0.4425742574257426,0.0,0,0,0,1,0,1,0,1,0,1,0,0,0.8596491228070176,0.9298245614035088,0.5526315789473685,0.34210526315789475,0.6140350877192983,0.6140350877192983,0.5350877192982456,0.16666666666666666,0.631578947368421,0.45614035087719296,0.6666666666666666,0.7894736842105263
92,150.0,6.6,1.0,152.0,25,0.0,0.0,5.017279836814924,2.028148247292285,0.6931471805599453,5.030437921392435,3.258096538021482,0.0,0.0,22500.0,3375000.0,43.559999999999995,287.496,1.0,1.0,23104.0,3511808.0,625,15625,0.0,0.0,0.0,0.0,0.0,0.0,990.0,0.006666666666666667,0.15151515151515152,1.0,0.006578947368421052,0.04,0.0,0.0,1.0,0.868421052631579,1.0,0.5846153846153846,,0.0,0.0,1,0,0,0,1,0,0,0,1,1,0,0,0.14035087719298245,0.9298245614035088,0.5526315789473685,0.6578947368421053,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.45614035087719296,0.6666666666666666,0.7894736842105263
93,150.0,6.6,1.0,87.0,25,0.0,0.0,5.017279836814924,2.028148247292285,0.6931471805599453,4.477336814478207,3.258096538021482,0.0,0.0,22500.0,3375000.0,43.559999999999995,287.496,1.0,1.0,7569.0,658503.0,625,15625,0.0,0.0,0.0,0.0,0.0,0.0,990.0,0.006666666666666667,0.15151515151515152,1.0,0.011494252873563218,0.04,0.0,0.0,1.0,0.868421052631579,1.0,0.3346153846153846,,0.0,0.0,1,0,0,0,1,0,0,0,1,1,0,0,0.14035087719298245,0.9298245614035088,0.5526315789473685,0.6578947368421053,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.45614035087719296,0.6666666666666666,0.7894736842105263
94,150.0,6.6,1.0,66.0,25,0.0,0.0,5.017279836814924,2.028148247292285,0.6931471805599453,4.204692619390966,3.258096538021482,0.0,0.0,22500.0,3375000.0,43.559999999999995,287.496,1.0,1.0,4356.0,287496.0,625,15625,0.0,0.0,0.0,0.0,0.0,0.0,990.0,0.006666666666666667,0.15151515151515152,1.0,0.015151515151515152,0.04,0.0,0.0,1.0,0.868421052631579,1.0,0.25384615384615383,,0.0,0.0,1,0,0,0,1,0,0,0,1,1,0,0,0.14035087719298245,0.9298245614035088,0.5526315789473685,0.6578947368421053,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.45614035087719296,0.6666666666666666,0.7894736842105263
95,150.0,6.6,1.0,57.0,25,0.0,0.0,5.017279836814924,2.028148247292285,0.6931471805599453,4.060443010546419,3.258096538021482,0.0,0.0,22500.0,3375000.0,43.559999999999995,287.496,1.0,1.0,3249.0,185193.0,625,15625,0.0,0.0,0.0,0.0,0.0,0.0,990.0,0.006666666666666667,0.15151515151515152,1.0,0.017543859649122806,0.04,0.0,0.0,1.0,0.868421052631579,1.0,0.21923076923076923,,0.0,0.0,1,0,0,0,1,0,0,0,1,1,0,0,0.14035087719298245,0.9298245614035088,0.5526315789473685,0.6578947368421053,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.45614035087719296,0.6666666666666666,0.7894736842105263
96,150.0,6.6,1.0,165.0,25,0.0,0.0,5.017279836814924,2.028148247292285,0.6931471805599453,5.111987788356544,3.258096538021482,0.0,0.0,22500.0,3375000.0,43.559999999999995,287.496,1.0,1.0,27225.0,4492125.0,625,15625,0.0,0.0,0.0,0.0,0.0,0.0,990.0,0.006666666666666667,0.15151515151515152,1.0,0.006060606060606061,0.04,0.0,0.0,1.0,0.868421052631579,1.0,0.6346153846153846,,0.0,0.0,1,0,0,0,1,0,0,0,1,1,0,0,0.14035087719298245,0.9298245614035088,0.5526315789473685,0.6578947368421053,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.45614035087719296,0.6666666666666666,0.7894736842105263
97,150.0,7.6,1.0,144.0,25,0.0,0.0,5.017279836814924,2.151762203259462,0.6931471805599453,4.976733742420574,3.258096538021482,0.0,0.0,22500.0,3375000.0,57.76,438.97599999999994,1.0,1.0,20736.0,2985984.0,625,15625,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,0.006666666666666667,0.13157894736842105,1.0,0.006944444444444444,0.04,0.0,0.0,1.0,1.0,1.0,0.5538461538461539,,0.0,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0.8596491228070176,0.9298245614035088,0.5526315789473685,0.34210526315789475,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.45614035087719296,0.6666666666666666,0.7894736842105263
98,150.0,7.6,1.0,94.0,25,0.0,0.0,5.017279836814924,2.151762203259462,0.6931471805599453,4.553876891600541,3.258096538021482,0.0,0.0,22500.0,3375000.0,57.76,438.97599999999994,1.0,1.0,8836.0,830584.0,625,15625,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,0.006666666666666667,0.13157894736842105,1.0,0.010638297872340425,0.04,0.0,0.0,1.0,1.0,1.0,0.36153846153846153,,0.0,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0.8596491228070176,0.9298245614035088,0.5526315789473685,0.34210526315789475,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.45614035087719296,0.6666666666666666,0.7894736842105263
99,150.0,7.6,1.0,66.0,25,0.0,0.0,5.017279836814924,2.151762203259462,0.6931471805599453,4.204692619390966,3.258096538021482,0.0,0.0,22500.0,3375000.0,57.76,438.97599999999994,1.0,1.0,4356.0,287496.0,625,15625,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,0.006666666666666667,0.13157894736842105,1.0,0.015151515151515152,0.04,0.0,0.0,1.0,1.0,1.0,0.25384615384615383,,0.0,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0.8596491228070176,0.9298245614035088,0.5526315789473685,0.34210526315789475,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.45614035087719296,0.6666666666666666,0.7894736842105263
100,150.0,7.6,1.0,45.0,25,0.0,0.0,5.017279836814924,2.151762203259462,0.6931471805599453,3.828641396489095,3.258096538021482,0.0,0.0,22500.0,3375000.0,57.76,438.97599999999994,1.0,1.0,2025.0,91125.0,625,15625,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,0.006666666666666667,0.13157894736842105,1.0,0.022222222222222223,0.04,0.0,0.0,1.0,1.0,1.0,0.17307692307692307,,0.0,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0.8596491228070176,0.9298245614035088,0.5526315789473685,0.34210526315789475,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.45614035087719296,0.6666666666666666,0.7894736842105263
101,150.0,7.6,1.0,165.0,25,0.0,0.0,5.017279836814924,2.151762203259462,0.6931471805599453,5.111987788356544,3.258096538021482,0.0,0.0,22500.0,3375000.0,57.76,438.97599999999994,1.0,1.0,27225.0,4492125.0,625,15625,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,0.006666666666666667,0.13157894736842105,1.0,0.006060606060606061,0.04,0.0,0.0,1.0,1.0,1.0,0.6346153846153846,,0.0,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0.8596491228070176,0.9298245614035088,0.5526315789473685,0.34210526315789475,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.45614035087719296,0.6666666666666666,0.7894736842105263
102,150.0,6.6,1.0,95.85,25,0.0,0.1,5.017279836814924,2.028148247292285,0.6931471805599453,4.573163389853005,3.258096538021482,0.0,0.09531017980432487,22500.0,3375000.0,43.559999999999995,287.496,1.0,1.0,9187.222499999998,880595.2766249998,625,15625,0.0,0.0,0.010000000000000002,0.0010000000000000002,9.584999999999999,0.0,990.0,0.006666666666666667,0.15151515151515152,1.0,0.010432968179447054,0.04,0.0,10.0,1.0,0.868421052631579,1.0,0.3686538461538461,,0.0,0.4,1,0,0,0,1,0,0,0,1,0,1,0,0.14035087719298245,0.9298245614035088,0.5526315789473685,0.6578947368421053,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.543859649122807,0.3333333333333333,0.7894736842105263
103,150.0,6.6,1.0,150.8,25,0.0,0.25,5.017279836814924,2.028148247292285,0.6931471805599453,5.02256386496153,3.258096538021482,0.0,0.22314355131420976,22500.0,3375000.0,43.559999999999995,287.496,1.0,1.0,22740.640000000003,3429288.5120000006,625,15625,0.0,0.0,0.0625,0.015625,37.7,0.0,990.0,0.006666666666666667,0.15151515151515152,1.0,0.00663129973474801,0.04,0.0,4.0,1.0,0.868421052631579,1.0,0.5800000000000001,,0.0,1.0,1,0,0,0,1,0,0,0,1,0,0,1,0.14035087719298245,0.9298245614035088,0.5526315789473685,0.6578947368421053,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.543859649122807,0.6666666666666666,0.21052631578947367
104,150.0,6.6,1.0,44.0,25,0.25,0.15,5.017279836814924,2.028148247292285,0.6931471805599453,3.8066624897703196,3.258096538021482,0.22314355131420976,0.1397619423751587,22500.0,3375000.0,43.559999999999995,287.496,1.0,1.0,1936.0,85184.0,625,15625,0.0625,0.015625,0.0225,0.0033749999999999995,6.6,6.25,990.0,0.006666666666666667,0.15151515151515152,1.0,0.022727272727272728,0.04,4.0,6.666666666666667,1.0,0.868421052631579,1.0,0.16923076923076924,,0.24752475247524752,0.6,1,0,0,0,1,0,1,0,0,0,1,0,0.14035087719298245,0.9298245614035088,0.5526315789473685,0.6578947368421053,0.38596491228070173,0.38596491228070173,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.3333333333333333,0.7894736842105263
105,150.0,6.6,1.0,71.5,25,0.75,0.2,5.017279836814924,2.028148247292285,0.6931471805599453,4.283586561860629,3.258096538021482,0.5596157879354227,0.18232155679395465,22500.0,3375000.0,43.559999999999995,287.496,1.0,1.0,5112.25,365525.875,625,15625,0.5625,0.421875,0.04000000000000001,0.008000000000000002,14.3,18.75,990.0,0.006666666666666667,0.15151515151515152,1.0,0.013986013986013986,0.04,1.3333333333333333,5.0,1.0,0.868421052631579,1.0,0.275,,0.7425742574257426,0.8,1,0,0,0,1,0,1,0,0,0,0,1,0.14035087719298245,0.9298245614035088,0.5526315789473685,0.6578947368421053,0.38596491228070173,0.38596491228070173,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.6666666666666666,0.21052631578947367
106,150.0,7.6,1.0,135.0,25,0.0,0.2,5.017279836814924,2.151762203259462,0.6931471805599453,4.912654885736052,3.258096538021482,0.0,0.18232155679395465,22500.0,3375000.0,57.76,438.97599999999994,1.0,1.0,18225.0,2460375.0,625,15625,0.0,0.0,0.04000000000000001,0.008000000000000002,27.0,0.0,1140.0,0.006666666666666667,0.13157894736842105,1.0,0.007407407407407408,0.04,0.0,5.0,1.0,1.0,1.0,0.5192307692307693,,0.0,0.8,0,0,0,1,1,0,0,0,1,0,1,0,0.8596491228070176,0.9298245614035088,0.5526315789473685,0.34210526315789475,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.543859649122807,0.3333333333333333,0.7894736842105263
107,150.0,7.6,1.0,174.0,25,0.0,0.1,5.017279836814924,2.151762203259462,0.6931471805599453,5.1647859739235145,3.258096538021482,0.0,0.09531017980432487,22500.0,3375000.0,57.76,438.97599999999994,1.0,1.0,30276.0,5268024.0,625,15625,0.0,0.0,0.010000000000000002,0.0010000000000000002,17.400000000000002,0.0,1140.0,0.006666666666666667,0.13157894736842105,1.0,0.005747126436781609,0.04,0.0,10.0,1.0,1.0,1.0,0.6692307692307692,,0.0,0.4,0,0,0,1,1,0,0,0,1,0,0,1,0.8596491228070176,0.9298245614035088,0.5526315789473685,0.34210526315789475,0.38596491228070173,0.38596491228070173,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.543859649122807,0.6666666666666666,0.21052631578947367
108,150.0,7.6,1.0,89.0,25,0.5,0.05,5.017279836814924,2.151762203259462,0.6931471805599453,4.499809670330265,3.258096538021482,0.4054651081081644,0.048790164169432,22500.0,3375000.0,57.76,438.97599999999994,1.0,1.0,7921.0,704969.0,625,15625,0.25,0.125,0.0025000000000000005,0.00012500000000000003,4.45,12.5,1140.0,0.006666666666666667,0.13157894736842105,1.0,0.011235955056179775,0.04,2.0,20.0,1.0,1.0,1.0,0.3423076923076923,,0.49504950495049505,0.2,0,0,0,1,1,0,1,0,0,0,1,0,0.8596491228070176,0.9298245614035088,0.5526315789473685,0.34210526315789475,0.38596491228070173,0.38596491228070173,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.3333333333333333,0.7894736842105263
109,150.0,7.6,1.0,63.0,25,1.0,0.15,5.017279836814924,2.151762203259462,0.6931471805599453,4.1588830833596715,3.258096538021482,0.6931471805599453,0.1397619423751587,22500.0,3375000.0,57.76,438.97599999999994,1.0,1.0,3969.0,250047.0,625,15625,1.0,1.0,0.0225,0.0033749999999999995,9.45,25.0,1140.0,0.006666666666666667,0.13157894736842105,1.0,0.015873015873015872,0.04,1.0,6.666666666666667,1.0,1.0,1.0,0.2423076923076923,,0.9900990099009901,0.6,0,0,0,1,1,0,1,0,0,0,0,1,0.8596491228070176,0.9298245614035088,0.5526315789473685,0.34210526315789475,0.38596491228070173,0.38596491228070173,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.6666666666666666,0.21052631578947367
