Protein,Buffer,Buffer_pH,Buffer_Conc_mM,Temperature_C,Protein_Conc_mgmL,Shear_Rate_s-1,Viscosity_Pred_cP
Nivolumab,Histidine,6.0000,15.0000,25.0000,67.2416,15000000,1.4387
Nivolumab,Histidine,6.0000,15.0000,25.0000,69.4497,15000000,1.4768
Nivolumab,Histidine,6.0000,15.0000,25.0000,71.6577,15000000,1.5099
Nivolumab,Histidine,6.0000,15.0000,25.0000,73.8658,15000000,1.5420
Nivolumab,Histidine,6.0000,15.0000,25.0000,76.0738,15000000,1.5712
Nivolumab,Histidine,6.0000,15.0000,25.0000,78.2819,15000000,1.5972
Nivolumab,Histidine,6.0000,15.0000,25.0000,80.4899,15000000,1.6233
Nivolumab,Histidine,6.0000,15.0000,25.0000,82.6980,15000000,1.6430
Nivolumab,Histidine,6.0000,15.0000,25.0000,84.9060,15000000,1.6590
Nivolumab,Histidine,6.0000,15.0000,25.0000,87.1141,15000000,1.6685
Nivolumab,Histidine,6.0000,15.0000,25.0000,89.3221,15000000,1.6781
Nivolumab,Histidine,6.0000,15.0000,25.0000,91.5302,15000000,1.6989
Nivolumab,Histidine,6.0000,15.0000,25.0000,93.7383,15000000,1.7228
Nivolumab,Histidine,6.0000,15.0000,25.0000,95.9463,15000000,1.7356
Nivolumab,Histidine,6.0000,15.0000,25.0000,98.1544,15000000,1.7454
Nivolumab,Histidine,6.0000,15.0000,25.0000,100.3624,15000000,1.7538
Nivolumab,Histidine,6.0000,15.0000,25.0000,102.5705,15000000,1.7562
Nivolumab,Histidine,6.0000,15.0000,25.0000,104.7785,15000000,1.7607
Nivolumab,Histidine,6.0000,15.0000,25.0000,106.9866,15000000,1.7731
Nivolumab,Histidine,6.0000,15.0000,25.0000,109.1946,15000000,1.7903
Nivolumab,Histidine,6.0000,15.0000,25.0000,111.4027,15000000,1.8073
Nivolumab,Histidine,6.0000,15.0000,25.0000,113.6107,15000000,1.8057
Nivolumab,Histidine,6.0000,15.0000,25.0000,115.8188,15000000,1.7972
Nivolumab,Histidine,6.0000,15.0000,25.0000,118.0268,15000000,1.7939
Nivolumab,Histidine,6.0000,15.0000,25.0000,120.2349,15000000,1.8116
Nivolumab,Histidine,6.0000,15.0000,25.0000,122.4430,15000000,1.8411
Nivolumab,Histidine,6.0000,15.0000,25.0000,124.6510,15000000,1.8913
Nivolumab,Histidine,6.0000,15.0000,25.0000,126.8591,15000000,1.9151
Nivolumab,Histidine,6.0000,15.0000,25.0000,129.0671,15000000,1.9095
Nivolumab,Histidine,6.0000,15.0000,25.0000,131.2752,15000000,1.9064
Nivolumab,Histidine,6.0000,15.0000,25.0000,133.4832,15000000,1.8958
Nivolumab,Histidine,6.0000,15.0000,25.0000,135.6913,15000000,1.8859
Nivolumab,Histidine,6.0000,15.0000,25.0000,137.8993,15000000,1.8837
Nivolumab,Histidine,6.0000,15.0000,25.0000,140.1074,15000000,1.8839
Nivolumab,Histidine,6.0000,15.0000,25.0000,142.3154,15000000,1.8842
Nivolumab,Histidine,6.0000,15.0000,25.0000,144.5235,15000000,1.8852
Nivolumab,Histidine,6.0000,15.0000,25.0000,146.7315,15000000,1.8879
Nivolumab,Histidine,6.0000,15.0000,25.0000,148.9396,15000000,1.9081
Nivolumab,Histidine,6.0000,15.0000,25.0000,151.1477,15000000,1.9258
Nivolumab,Histidine,6.0000,15.0000,25.0000,153.3557,15000000,1.9421
Nivolumab,Histidine,6.0000,15.0000,25.0000,155.5638,15000000,1.9575
Nivolumab,Histidine,6.0000,15.0000,25.0000,157.7718,15000000,1.9737
Nivolumab,Histidine,6.0000,15.0000,25.0000,159.9799,15000000,1.9952
Nivolumab,Histidine,6.0000,15.0000,25.0000,162.1879,15000000,2.0425
Nivolumab,Histidine,6.0000,15.0000,25.0000,164.3960,15000000,2.0928
Nivolumab,Histidine,6.0000,15.0000,25.0000,166.6040,15000000,2.1609
Nivolumab,Histidine,6.0000,15.0000,25.0000,168.8121,15000000,2.2321
Nivolumab,Histidine,6.0000,15.0000,25.0000,171.0201,15000000,2.3181
Nivolumab,Histidine,6.0000,15.0000,25.0000,173.2282,15000000,2.4051
Nivolumab,Histidine,6.0000,15.0000,25.0000,175.4362,15000000,2.5174
Nivolumab,Histidine,6.0000,15.0000,25.0000,177.6443,15000000,2.6078
Nivolumab,Histidine,6.0000,15.0000,25.0000,179.8523,15000000,2.6607
Nivolumab,Histidine,6.0000,15.0000,25.0000,182.0604,15000000,2.7146
Nivolumab,Histidine,6.0000,15.0000,25.0000,184.2685,15000000,2.7591
Nivolumab,Histidine,6.0000,15.0000,25.0000,186.4765,15000000,2.8010
Nivolumab,Histidine,6.0000,15.0000,25.0000,188.6846,15000000,2.8405
Nivolumab,Histidine,6.0000,15.0000,25.0000,190.8926,15000000,2.8837
Nivolumab,Histidine,6.0000,15.0000,25.0000,193.1007,15000000,2.9640
Nivolumab,Histidine,6.0000,15.0000,25.0000,195.3087,15000000,3.0856
Nivolumab,Histidine,6.0000,15.0000,25.0000,197.5168,15000000,3.1371
Nivolumab,Histidine,6.0000,15.0000,25.0000,199.7248,15000000,3.1809
Nivolumab,Histidine,6.0000,15.0000,25.0000,201.9329,15000000,3.2340
Nivolumab,Histidine,6.0000,15.0000,25.0000,204.1409,15000000,3.2791
Nivolumab,Histidine,6.0000,15.0000,25.0000,206.3490,15000000,3.3265
Nivolumab,Histidine,6.0000,15.0000,25.0000,208.5570,15000000,3.3763
Nivolumab,Histidine,6.0000,15.0000,25.0000,210.7651,15000000,3.4539
Nivolumab,Histidine,6.0000,15.0000,25.0000,212.9732,15000000,3.5156
Nivolumab,Histidine,6.0000,15.0000,25.0000,215.1812,15000000,3.5682
Nivolumab,Histidine,6.0000,15.0000,25.0000,217.3893,15000000,3.6217
Nivolumab,Histidine,6.0000,15.0000,25.0000,219.5973,15000000,3.6762
Nivolumab,Histidine,6.0000,15.0000,25.0000,221.8054,15000000,3.7316
Nivolumab,Histidine,6.0000,15.0000,25.0000,224.0134,15000000,3.7888
Nivolumab,Histidine,6.0000,15.0000,25.0000,226.2215,15000000,3.8539
Nivolumab,Histidine,6.0000,15.0000,25.0000,228.4295,15000000,3.9195
Nivolumab,Histidine,6.0000,15.0000,25.0000,230.6376,15000000,3.9911
Nivolumab,Histidine,6.0000,15.0000,25.0000,232.8456,15000000,4.0788
Nivolumab,Histidine,6.0000,15.0000,25.0000,235.0537,15000000,4.1731
Nivolumab,Histidine,6.0000,15.0000,25.0000,237.2617,15000000,4.2696
Nivolumab,Histidine,6.0000,15.0000,25.0000,239.4698,15000000,4.3696
Nivolumab,Histidine,6.0000,15.0000,25.0000,241.6779,15000000,4.4935
Nivolumab,Histidine,6.0000,15.0000,25.0000,243.8859,15000000,4.6307
Nivolumab,Histidine,6.0000,15.0000,25.0000,246.0940,15000000,4.8313
Nivolumab,Histidine,6.0000,15.0000,25.0000,248.3020,15000000,5.0652
Nivolumab,Histidine,6.0000,15.0000,25.0000,250.5101,15000000,5.3323
Nivolumab,Histidine,6.0000,15.0000,25.0000,252.7181,15000000,5.5981
Nivolumab,Histidine,6.0000,15.0000,25.0000,254.9262,15000000,5.8803
Nivolumab,Histidine,6.0000,15.0000,25.0000,257.1342,15000000,6.1974
Nivolumab,Histidine,6.0000,15.0000,25.0000,259.3423,15000000,6.5522
Nivolumab,Histidine,6.0000,15.0000,25.0000,261.5503,15000000,6.9303
Nivolumab,Histidine,6.0000,15.0000,25.0000,263.7584,15000000,7.3321
Nivolumab,Histidine,6.0000,15.0000,25.0000,265.9664,15000000,7.7633
Nivolumab,Histidine,6.0000,15.0000,25.0000,268.1745,15000000,8.2235
Nivolumab,Histidine,6.0000,15.0000,25.0000,270.3826,15000000,8.7268
Nivolumab,Histidine,6.0000,15.0000,25.0000,272.5906,15000000,9.2704
Nivolumab,Histidine,6.0000,15.0000,25.0000,274.7987,15000000,9.8503
Nivolumab,Histidine,6.0000,15.0000,25.0000,277.0067,15000000,10.4565
Nivolumab,Histidine,6.0000,15.0000,25.0000,279.2148,15000000,11.0717
Nivolumab,Histidine,6.0000,15.0000,25.0000,281.4228,15000000,11.7276
Nivolumab,Histidine,6.0000,15.0000,25.0000,283.6309,15000000,12.4250
Nivolumab,Histidine,6.0000,15.0000,25.0000,285.8389,15000000,13.1650
Nivolumab,Histidine,6.0000,15.0000,25.0000,288.0470,15000000,13.9094
Nivolumab,Histidine,6.0000,15.0000,25.0000,290.2550,15000000,14.6728
Nivolumab,Histidine,6.0000,15.0000,25.0000,292.4631,15000000,15.2970
Nivolumab,Histidine,6.0000,15.0000,25.0000,294.6711,15000000,15.9270
Nivolumab,Histidine,6.0000,15.0000,25.0000,296.8792,15000000,16.5852
Nivolumab,Histidine,6.0000,15.0000,25.0000,299.0872,15000000,17.2729
Nivolumab,Histidine,6.0000,15.0000,25.0000,301.2953,15000000,17.9917
Nivolumab,Histidine,6.0000,15.0000,25.0000,303.5034,15000000,18.7305
Nivolumab,Histidine,6.0000,15.0000,25.0000,305.7114,15000000,19.4497
Nivolumab,Histidine,6.0000,15.0000,25.0000,307.9195,15000000,20.1581
Nivolumab,Histidine,6.0000,15.0000,25.0000,310.1275,15000000,20.5989
Nivolumab,Histidine,6.0000,15.0000,25.0000,312.3356,15000000,21.0491
Nivolumab,Histidine,6.0000,15.0000,25.0000,314.5436,15000000,21.4930
Nivolumab,Histidine,6.0000,15.0000,25.0000,316.7517,15000000,21.9109
Nivolumab,Histidine,6.0000,15.0000,25.0000,318.9597,15000000,22.3425
Nivolumab,Histidine,6.0000,15.0000,25.0000,321.1678,15000000,22.8129
Nivolumab,Histidine,6.0000,15.0000,25.0000,323.3758,15000000,23.2906
Nivolumab,Histidine,6.0000,15.0000,25.0000,325.5839,15000000,23.7685
Nivolumab,Histidine,6.0000,15.0000,25.0000,327.7919,15000000,24.2127
Nivolumab,Histidine,6.0000,15.0000,25.0000,330.0000,15000000,24.6210
