ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,Charge,ProtPi PI,
340,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,none,0,none,0,Arginine,75,0.9,0.9,5.76,4.71,4.71,4.28,3.66,13.941,7.004,
341,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,none,0,none,0,Arginine,100,0.9,0.9,2.09,2.09,2.09,1.92,1.68,13.941,7.004,
342,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,none,0,none,0,Arginine,150,0.9,0.9,2.69,2.69,2.69,2.49,2.17,13.941,7.004,
343,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,none,0,none,0,Arginine,200,0.9,0.9,1.85,1.85,1.85,1.85,1.85,13.941,7.004,
344,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,48,none,0,none,0,none,0,none,0,0.9,0.9,2.49,2.49,2.49,2.49,2.49,13.941,7.004,
345,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,none,0,none,0,Lysine,25,0.9,0.9,1.5,1.5,1.21,1.12,1.12,11.96,7.004,
346,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,none,0,none,0,Lysine,75,0.9,0.9,1.28,1.28,1.28,1.28,1.28,11.96,7.004,
347,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,none,0,none,0,Lysine,150,0.9,0.9,1.51,1.51,1.51,1.51,1.51,11.96,7.004,
348,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6.2,12.3,none,0,none,0,none,0,Lysine,25,0.9,0.9,4.59,4.59,3.67,3.22,2.26,10.081,7.004,
349,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6.2,12.3,none,0,none,0,none,0,Lysine,75,0.9,0.9,4.2,4.2,4.2,3.87,2.83,10.081,7.004,
350,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6.2,12.3,none,0,none,0,none,0,Lysine,150,0.9,0.9,5.49,5.49,5.49,5.06,4.77,10.081,7.004,
351,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6,50,none,0,none,0,none,0,none,0,0.9,0.9,2.1,2.1,2.1,1.47,1.1,13.941,7.004,
352,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6,75,none,0,none,0,none,0,none,0,0.9,0.9,1.89,1.89,1.89,1.66,1.1,13.941,7.004,
353,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6,50,none,0,none,0,none,0,none,0,0.9,0.9,6.39,6.39,6.39,5.87,3.2,13.941,7.004,
354,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6,75,none,0,none,0,none,0,none,0,0.9,0.9,4.18,4.18,4.18,3.84,3.3,13.941,7.004,
355,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,Sucrose,0.2,none,0,none,0,0.9,0.9,3.97,2.78,2.29,2.11,1.84,13.941,7.004,
356,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,Sucrose,0.4,none,0,none,0,0.9,0.9,4.26,3.97,3.68,3.02,2.64,13.941,7.004,
357,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,Sucrose,0.6,none,0,none,0,0.9,0.9,3.43,3.43,3.43,3.15,2.05,13.941,7.004,
358,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,Sucrose,0.2,tween-80,0.05,none,0,0.9,0.9,2.98,1.99,1.9,1.9,1.8,13.941,7.004,
359,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,Sucrose,0.2,tween-80,0.1,none,0,0.9,0.9,4.76,3.73,3.68,3.11,2.17,13.941,7.004,
360,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,Sucrose,0.5,none,0,none,0,0.9,0.9,5.46,3.58,3.08,2.74,2.35,13.941,7.004,
361,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,Sucrose,0.2,none,0,Arginine,25,0.9,0.9,4.96,3.48,3.28,2.83,2.07,13.941,7.004,
362,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,Sucrose,0.2,none,0,Arginine,50,0.9,0.9,2.74,2.74,2.74,2.52,1,13.941,7.004,
363,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,Sucrose,0.2,none,0,Arginine,75,0.9,0.9,3.78,3.48,3.08,2.74,1.7,13.941,7.004,
364,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5.1,25,none,0,none,0,none,0,Arginine,20,0.9,0.9,1.74,1.74,1.74,1.74,1.7,37.732,7.004,
365,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5.1,25,none,0,Sucrose,0.2,none,0,Arginine,60,0.9,0.9,2.4,2.4,2.4,2.4,2.4,37.732,7.004,
366,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5.1,25,none,0,none,0,none,0,Arginine,60,0.9,0.9,1.5,1.5,1.5,1.5,1.5,37.732,7.004,
367,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5.1,25,none,0,none,0,none,0,Proline,25,0.9,0.9,1.56,1.56,1.56,1.56,1.56,37.732,7.004,
368,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5.1,25,none,0,none,0,none,0,Proline,75,0.9,0.9,1.8,1.8,1.8,1.8,1.8,37.732,7.004,
369,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5.1,25,none,0,none,0,none,0,Proline,150,0.9,0.9,2.5,2,1.6,1.47,1.28,37.732,7.004,
370,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Acetate,5.2,30,none,0,none,0,none,0,Arginine,20,0.9,0.9,8.1,8.1,8.1,7.46,4,34.099,7.004,
371,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Acetate,5.2,30,none,0,none,0,none,0,Arginine,60,0.9,0.9,6.94,6.94,6.94,6.38,4.4,34.099,7.004,
372,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Acetate,5.2,30,none,0,none,0,none,0,Arginine,120,0.9,0.9,6.69,6.69,6.69,6.09,5.5,34.099,7.004,
373,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Acetate,5.2,30,none,0,none,0,none,0,Proline,25,0.9,0.9,8.06,8.06,8.06,7.27,5.11,34.099,7.004,
374,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Acetate,5.2,30,none,0,none,0,none,0,Proline,75,0.9,0.9,6.11,6.11,5.79,5.07,2.67,34.099,7.004,
375,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Acetate,5.2,30,none,0,none,0,none,0,Proline,150,0.9,0.9,9.66,9.66,9.66,8.46,6.6,34.099,7.004,
376,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5.1,25,none,0,none,0,none,0,Lysine,25,0.9,0.9,1.78,1.78,1.78,1.78,1.78,37.732,7.004,
377,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5.1,25,none,0,none,0,none,0,Lysine,75,0.9,0.9,1.68,1.68,1.68,1.68,1.68,37.732,7.004,
378,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5.1,25,none,0,none,0,none,0,Lysine,150,0.9,0.9,1.56,1.56,1.56,1.56,1.56,37.732,7.004,
379,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Acetate,5.2,30,none,0,none,0,none,0,Lysine,25,0.9,0.9,3.86,3.86,3.86,3.46,2.9,34.099,7.004,
380,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Acetate,5.2,30,none,0,none,0,none,0,Lysine,75,0.9,0.9,5.53,5.53,5.53,4.9,3.64,34.099,7.004,
381,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Acetate,5.2,30,none,0,none,0,none,0,Lysine,150,0.9,0.9,4.83,4.83,4.36,3.97,3.75,34.099,7.004,
382,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Acetate,5,68,none,0,none,0,none,0,none,0,0.9,0.9,5.26,4.86,4.41,4.02,3.04,41.809,7.004,
383,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Acetate,5,98,none,0,none,0,none,0,none,0,0.9,0.9,3.24,3.24,3.24,2.74,2.25,41.809,7.004,
384,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,50,none,0,none,0,none,0,none,0,0.9,0.9,4.46,3.48,3.48,3.2,2.8,13.941,7.004,
385,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,75,none,0,none,0,none,0,none,0,0.9,0.9,3.68,3.03,2.98,2.74,2.4,13.941,7.004,
386,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,97,none,0,none,0,none,0,none,0,0.9,0.9,2.63,2.63,2.63,2.43,1.8,13.941,7.004,
511,poly-hIgG,Polyclonal,3,150,7.6,1,83,25.001,Histidine,6.1,14,None,0,Sucrose,0.25,None,0,None,0,0.9,0.9,4.15,4.24,4.22,3.89,1.72,11.96,7.004,
510,poly-hIgG,Polyclonal,3,150,7.6,1,242,25.655,Histidine,6.3,11,None,0,Sucrose,0.25,None,0,None,0,0.9,0.9,24.62,25.43,26.23,23.52,6.111796504,8.319,7.004,
506,poly-hIgG,Polyclonal,3,150,7.6,1,187,25.21636364,Histidine,6.3,12,None,0,None,0,None,0,None,0,0.9,0.9,11.33,9.34,9.7,10.07,2.731368301,8.319,7.004,
508,poly-hIgG,Polyclonal,3,150,7.6,1,51,25.475,Histidine,6,15,None,0,None,0,None,0,None,0,0.9,0.9,1.72,1.72,1.42,1.44,1.14,13.941,7.004,
515,poly-hIgG,Polyclonal,3,150,7.6,1,159,25.251,Histidine,6.3,12,None,0,None,0,tween-80,0.05,None,0,0.9,0.9,6.33,5.37,5.12,5.12,3.004706129,8.319,7.004,
517,poly-hIgG,Polyclonal,3,150,7.6,1,296,25.56857143,Histidine,6.4,10,None,0,None,0,tween-80,0.05,None,0,0.9,0.9,69.22,61.56,56.62,50.81,18.94786899,6.692,7.004,
514,poly-hIgG,Polyclonal,3,150,7.6,1,55,25.72272727,Histidine,6,15,None,0,Sucrose,0.5,None,0,None,0,0.9,0.9,5.25,5.13,5.3,5.46,2.16,13.941,7.004,
518,poly-hIgG,Polyclonal,3,150,7.6,1,63,25.244,Histidine,6,15,None,0,None,0,tween-80,0.05,None,0,0.9,0.9,1.82,1.82,1.6,1.6,1.6,13.941,7.004,
509,poly-hIgG,Polyclonal,3,150,7.6,1,172,24.80181818,Histidine,6.2,12.5,None,0,Sucrose,0.25,None,0,None,0,0.9,0.9,13.5,11.02,11.39,11.72,3.289451971,10.081,7.004,
512,poly-hIgG,Polyclonal,3,150,7.6,1,169,25.24636364,Histidine,6.2,12.5,None,0,Sucrose,0.5,None,0,None,0,0.9,0.9,13.13,13.73,14.32,14.92,4.075273287,10.081,7.004,
505,poly-hIgG,Polyclonal,3,150,7.6,1,122,25.38,Histidine,6.1,13.5,None,0,None,0,None,0,None,0,0.9,0.9,3.1,3.09,3.17,3.25,1.79,11.96,7.004,
516,poly-hIgG,Polyclonal,3,150,7.6,1,213,25.50111111,Histidine,6.3,12,None,0,None,0,tween-80,0.05,None,0,0.9,0.9,17.64,18.08,14.44,14.25,4.712363192,8.319,7.004,
507,poly-hIgG,Polyclonal,3,150,7.6,1,246,25.0775,Histidine,6.3,11,None,0,None,0,None,0,None,0,0.9,0.9,50.85,52.59,54.33,48.92,10.46395863,8.319,7.004,
513,poly-hIgG,Polyclonal,3,150,7.6,1,207,24.963,Histidine,6.3,12,None,0,Sucrose,0.5,None,0,None,0,0.9,0.9,28.95,29.18,27.34,25.7,6.9844522,8.319,7.004,
302,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,147,25,Acetate,5.4,43,none,0,none,0,none,0,none,0,1,1,7,5.75,3.41,3.09,1.06,40.141,8.576,
303,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,157,25,Histidine,6.4,10.5,none,0,none,0,none,0,none,0,1,1,4.44,4.44,4.34,3.64,1.9,19.018,8.576,
304,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,100,25,Histidine,6.3,12,none,0,Sucrose,0.3,tween-80,0.05,none,0,1,1,3.4,3.4,3.3,3.04,2.34,20.681,8.576,
305,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,50,25,Histidine,6.2,13.5,none,0,none,0,tween-80,0.1,none,0,1,1,1.9,1.9,1.9,1.56,1.2,22.473,8.576,
306,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,75,25,Histidine,6.2,12.8,none,0,Sucrose,0.5,none,0,none,0,1,1,1.95,1.95,1.95,1.79,0.8,22.473,8.576,
307,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,90,25,Acetate,5.3,33,none,0,Sucrose,0.3,tween-80,0.1,none,0,1,1,3.99,3.4,3.1,3.13,1.85,42.954,8.576,
308,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,70,25,Acetate,5.2,29,none,0,Sucrose,0.5,none,0,none,0,1,1,3.9,3.3,3.3,2.48,1.8,46.051,8.576,
309,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,100,25,Acetate,5.3,35,none,0,none,0,tween-80,0.05,none,0,1,1,3.5,2.6,2,1.84,1.6,42.954,8.576,
310,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,60,25,Acetate,5.2,27,none,0,Sucrose,0.4,tween-80,0.05,none,0,1,1,2.5,2.5,2.1,1.66,1.25,46.051,8.576,
311,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,125,25,Histidine,6.3,12.5,none,0,none,0,none,0,none,0,1,1,2.93,2.93,2.93,2.69,2.36,20.681,8.576,
312,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,125,25,Histidine,6.2,22.5,none,0,none,0,none,0,none,0,1,1,3.97,3.13,2.39,1.92,1.68,22.473,8.576,
313,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,125,25,Histidine,6.2,22.5,none,0,none,0,none,0,Arginine,60,1,1,3.58,3.58,3.13,2.88,2.5,22.473,8.576,
314,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,125,25,Histidine,6.2,22.5,none,0,none,0,none,0,Arginine,160,1,1,4.17,3.38,2.58,1.98,1.73,22.473,8.576,
315,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,125,25,Histidine,6.1,37.5,none,0,none,0,none,0,none,0,1,1,2.58,2.58,2.04,1.88,1.64,24.377,8.576,
316,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,125,25,Histidine,6.2,22.5,none,0,none,0,none,0,Proline,75,1,1,2.44,2.44,2.44,2.24,1.96,22.473,8.576,
317,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,125,25,Histidine,6,25,none,0,Sucrose,0.2,none,0,Arginine,60,1,1,3.68,3.14,2.68,2.29,2,26.375,8.576,
463,Vudalimab,Bispecific,5,152,8.7,0.3,240,25,Histidine,6.5,10,none,0,none,0,none,0,none,0,1.5,1.3,13.66,9.24,8.09,6.48,4.6,17.259,8.723,
464,Vudalimab,Bispecific,5,152,8.7,0.3,145,25,Histidine,6.3,12,none,0,none,0,none,0,none,0,1.5,1.3,4.34,4.09,4.09,4.09,4,19.859,8.723,
465,Vudalimab,Bispecific,5,152,8.7,0.3,80,25,Histidine,6.2,13.5,none,0,none,0,none,0,none,0,1.5,1.3,4.13,2.88,2.5,2.07,1.3,21.337,8.723,
466,Vudalimab,Bispecific,5,152,8.7,0.3,100,25,Histidine,6.2,13,none,0,none,0,none,0,none,0,1.5,1.3,3.38,3.25,3.13,2.76,2.3,21.337,8.723,
467,Vudalimab,Bispecific,5,152,8.7,0.3,100,25,Histidine,6.2,13,NaCl,140,none,0,none,0,none,0,1.5,1.3,1.5,1.5,1.5,1.5,1.5,21.337,8.723,
468,Vudalimab,Bispecific,5,152,8.7,0.3,100,25,Histidine,6.2,13,none,0,Sucrose,0.4,none,0,none,0,1.5,1.3,2.88,2.38,1.88,1.38,1,21.337,8.723,
469,Vudalimab,Bispecific,5,152,8.7,0.3,100,25,Histidine,6.2,13,none,0,none,0,tween-80,0.05,none,0,1.5,1.3,2.63,2.63,2.5,2.19,1.9,21.337,8.723,
470,Vudalimab,Bispecific,5,152,8.7,0.3,100,25,Histidine,6.2,13,NaCl,140,Sucrose,0.4,none,0,none,0,1.5,1.3,3.13,2.38,2.13,1.84,1.3,21.337,8.723,
471,Vudalimab,Bispecific,5,152,8.7,0.3,145,25,Histidine,6.3,12,none,0,none,0,none,0,Arginine,100,1.5,1.3,7.71,5.18,4.7,3.88,2.7,19.859,8.723,
472,Vudalimab,Bispecific,5,152,8.7,0.3,145,25,Histidine,6.3,12,none,0,none,0,none,0,Arginine,200,1.5,1.3,6.02,5.06,4.82,4.33,3.7,19.859,8.723,
473,Vudalimab,Bispecific,5,152,8.7,0.3,276,25,Acetate,5.5,54,none,0,none,0,none,0,none,0,1.5,1.3,10.32,8.52,7.92,6.73,6.1,34.24,8.723,
474,Vudalimab,Bispecific,5,152,8.7,0.3,138,25,Acetate,5.4,37,none,0,none,0,none,0,none,0,1.5,1.3,3.05,2.43,2.43,2.43,2.43,36.561,8.723,
475,Vudalimab,Bispecific,5,152,8.7,0.3,69,25,Acetate,5.2,28,none,0,none,0,none,0,none,0,1.5,1.3,1.38,1.25,1.25,1.13,1,41.933,8.723,
476,Vudalimab,Bispecific,5,152,8.7,0.3,150,25,Acetate,5.4,41,NaCl,175,none,0,none,0,none,0,1.5,1.3,3.23,2.99,2.99,2.75,2.5,36.561,8.723,
477,Vudalimab,Bispecific,5,152,8.7,0.3,150,25,Acetate,5.4,41,none,0,Sucrose,0.5,none,0,none,0,1.5,1.3,9.08,7.29,6.69,5.72,4.3,36.561,8.723,
478,Vudalimab,Bispecific,5,152,8.7,0.3,150,25,Acetate,5.4,41,none,0,none,0,tween-80,0.0625,none,0,1.5,1.3,4.06,3.71,3.59,3.19,2.8,36.561,8.723,
479,Vudalimab,Bispecific,5,152,8.7,0.3,150,25,Acetate,5.4,41,NaCl,175,Sucrose,0.5,none,0,none,0,1.5,1.3,12.55,8.84,7.89,6.38,4,36.561,8.723,
480,Vudalimab,Bispecific,5,152,8.7,0.3,150,25,Histidine,6.3,12,none,0,none,0,none,0,none,0,1.5,1.3,5.02,4.54,4.43,4.07,3.7,19.859,8.723,
481,Vudalimab,Bispecific,5,152,8.7,0.3,50,25,Histidine,6.2,14,none,0,none,0,none,0,none,0,1.5,1.3,2,2,1.63,1.5,1.4,21.337,8.723,
482,Vudalimab,Bispecific,5,152,8.7,0.3,50,25,Histidine,6.2,14,none,0,Sucrose,0.4,none,0,none,0,1.5,1.3,2.38,1.88,1.75,1.5,1.3,21.337,8.723,
483,Vudalimab,Bispecific,5,152,8.7,0.3,50,25,Histidine,6.2,14,none,0,Sucrose,0.8,none,0,none,0,1.5,1.3,1.5,1.5,1.38,1.27,1.2,21.337,8.723,
484,Vudalimab,Bispecific,5,152,8.7,0.3,150,25,Histidine,6.3,12,NaCl,140,Sucrose,0.8,none,0,none,0,1.5,1.3,4.06,3.59,3.47,3.08,2.7,19.859,8.723,
485,Vudalimab,Bispecific,5,152,8.7,0.3,150,25,Histidine,6.3,12,none,0,Sucrose,0.4,none,0,none,0,1.5,1.3,3.47,3.47,3.47,3.19,2.5,19.859,8.723,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,13.57142857,,,,,,,
