ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,VH_pI,VL_pI,VH_Charge_at_Buffer_pH,VL_Charge_at_Buffer_pH,Fv_Charge_at_Buffer_pH,Whole_Antibody_Charge_at_Buffer_pH
273,Ibalizumab,mAb_IgG4,3.5,150,6.85,0.3,55,27.5,Acetate,5.1,23,none,0,Trehalose,0.25,tween-80,0.025,none,0,1.3,1.1,1.7,1.7,1.7,1.43,1.2,5.744,7.920,1.394,2.164,3.558,33.675
274,Ibalizumab,mAb_IgG4,3.5,150,6.85,0.3,40,27.5,Acetate,5.1,23,NaCl,140,none,0,none,0,none,0,1.3,1.1,1.33,1.33,1.33,1.18,1.05,5.744,7.920,1.394,2.164,3.558,33.675
275,Ibalizumab,mAb_IgG4,3.5,150,6.85,0.3,40,27.5,Acetate,5.1,23,none,0,Trehalose,0.5,none,0,none,0,1.3,1.1,1.84,1.84,1.84,1.68,1.6,5.744,7.920,1.394,2.164,3.558,33.675
276,Ibalizumab,mAb_IgG4,3.5,150,6.85,0.3,25,27.5,Acetate,5.1,22,none,0,none,0,none,0,none,0,1.3,1.1,0.92,0.92,0.92,0.84,0.8,5.744,7.920,1.394,2.164,3.558,33.675
277,Ibalizumab,mAb_IgG4,3.5,150,6.85,0.3,10,27.5,Acetate,5,20,none,0,Sucrose,0.25,tween-80,0.025,none,0,1.3,1.1,1.01,1.01,1.01,0.92,0.88,5.744,7.920,1.741,2.415,4.156,37.906
278,Ibalizumab,mAb_IgG4,3.5,150,6.85,0.3,10,27.5,Acetate,5,20,none,0,Trehalose,0.25,none,0,none,0,1.3,1.1,1.2,1.2,1.2,1.09,1.04,5.744,7.920,1.741,2.415,4.156,37.906
279,Ibalizumab,mAb_IgG4,3.5,150,6.85,0.3,100,27.5,Histidine,6.1,13.9,none,0,Trehalose,0.25,tween-80,0.05,none,0,1.3,1.1,2.94,2.94,2.94,2.6,2.48,5.744,7.920,-0.438,1.092,0.654,8.514
280,Ibalizumab,mAb_IgG4,3.5,150,6.85,0.3,75,27.5,Histidine,6.1,14.2,none,0,Sucrose,0.5,tween-80,0.025,none,0,1.3,1.1,2.48,2.12,1.75,1.6,1.52,5.744,7.920,-0.438,1.092,0.654,8.514
281,Ibalizumab,mAb_IgG4,3.5,150,6.85,0.3,55,27.5,Histidine,6,15,none,0,Sucrose,0.5,none,0,none,0,1.3,1.1,2.21,1.93,1.56,1.26,1.2,5.744,7.920,-0.328,1.135,0.807,10.230
282,Ibalizumab,mAb_IgG4,3.5,150,6.85,0.3,40,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,1.3,1.1,1.29,1.29,1.29,1.09,1.04,5.744,7.920,-0.328,1.135,0.807,10.230
283,Ibalizumab,mAb_IgG4,3.5,150,6.85,0.3,30,27.5,Histidine,6,15,none,0,none,0,tween-20,0.025,none,0,1.3,1.1,1.01,1.01,1.01,0.92,0.88,5.744,7.920,-0.328,1.135,0.807,10.230
284,Ibalizumab,mAb_IgG4,3.5,150,6.85,0.3,25,27.5,Histidine,6,15,none,0,Sucrose,0.25,none,0,none,0,1.3,1.1,1.15,1.15,1.15,1.15,1.15,5.744,7.920,-0.328,1.135,0.807,10.230
285,Ibalizumab,mAb_IgG4,3.5,150,6.85,0.3,25,27.5,Histidine,6,15,NaCl,140,none,0,none,0,none,0,1.3,1.1,1.2,1.2,1.2,1.2,1.2,5.744,7.920,-0.328,1.135,0.807,10.230
286,Ibalizumab,mAb_IgG4,3.5,150,6.85,0.3,10,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,1.3,1.1,0.8,0.8,0.8,0.8,0.8,5.744,7.920,-0.328,1.135,0.807,10.230
287,Ibalizumab,mAb_IgG4,3.5,150,6.85,0.3,80,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-80,0.1,none,0,1.3,1.1,2.12,2.12,2.12,2.12,2.12,5.744,7.920,-1.491,0.477,-1.014,-4.122
288,Ibalizumab,mAb_IgG4,3.5,150,6.85,0.3,55,27.5,PBS,7.4,10,NaCl,140,none,0,tween-80,0.025,none,0,1.3,1.1,1.66,1.66,1.66,1.43,1.21,5.744,7.920,-1.491,0.477,-1.014,-4.122
289,Ibalizumab,mAb_IgG4,3.5,150,6.85,0.3,30,27.5,PBS,7.4,10,NaCl,140,none,0,tween-80,0.1,none,0,1.3,1.1,1.33,1.33,1.33,1.18,1.12,5.744,7.920,-1.491,0.477,-1.014,-4.122
290,Ibalizumab,mAb_IgG4,3.5,150,6.85,0.3,30,27.5,PBS,7.4,10,NaCl,140,Trehalose,0.5,tween-80,0.1,none,0,1.3,1.1,2.37,2.37,2.37,2.02,1.55,5.744,7.920,-1.491,0.477,-1.014,-4.122
291,Ibalizumab,mAb_IgG4,3.5,150,6.85,0.3,10,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,1.3,1.1,0.97,0.97,0.97,0.96,0.932828427,5.744,7.920,-1.491,0.477,-1.014,-4.122
292,Ibalizumab,mAb_IgG4,3.5,150,6.85,0.3,20,27.5,PBS,7.4,10,NaCl,140,none,0,tween-20,0.1,none,0,1.3,1.1,1.06,1.06,1.06,1.01,0.88,5.744,7.920,-1.491,0.477,-1.014,-4.122
293,poly-hIgG,Polyclonal,3,150,7.6,1,145,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.9,0.9,5.69,5.69,5.69,5.17,2.52,,,,,,-2.167
294,poly-hIgG,Polyclonal,3,150,7.6,1,145,17.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.9,0.9,7.97,6.45,6.45,5.9,4.7,,,,,,-2.167
295,poly-hIgG,Polyclonal,3,150,7.6,1,145,26.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.9,0.9,4.42,4.07,4.07,3.71,3,,,,,,-2.167
296,poly-hIgG,Polyclonal,3,150,7.6,1,151,17.5,PBS,7.4,10,NaCl,140,Sucrose,0.25,none,0,none,0,0.9,0.9,9.65,7.89,7.89,6.41,4.55,,,,,,-2.167
297,poly-hIgG,Polyclonal,3,150,7.6,1,151,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.25,none,0,none,0,0.9,0.9,5.35,5.35,5.35,4.88,2.6,,,,,,-2.167
298,poly-hIgG,Polyclonal,3,150,7.6,1,151,36.5,PBS,7.4,10,NaCl,140,Sucrose,0.25,none,0,none,0,0.9,0.9,5.17,5.17,5.17,4.73,2.88,,,,,,-2.167
299,poly-hIgG,Polyclonal,3,150,7.6,1,157,17.5,PBS,7.4,10,NaCl,140,Sucrose,0.5,none,0,none,0,0.9,0.9,10.86,10.86,10.86,8.73,6,,,,,,-2.167
300,poly-hIgG,Polyclonal,3,150,7.6,1,157,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.5,none,0,none,0,0.9,0.9,8.69,8.69,8.69,7.94,5.8,,,,,,-2.167
301,poly-hIgG,Polyclonal,3,150,7.6,1,157,36.5,PBS,7.4,10,NaCl,140,Sucrose,0.5,none,0,none,0,0.9,0.9,7.82,6.6,6.6,5.71,4.3,,,,,,-2.167
302,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,147,25,Acetate,5.4,43,none,0,none,0,none,0,none,0,1,1,7,5.75,3.41,3.09,1.06,8.028,8.640,2.460,3.213,5.673,41.253
303,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,157,25,Histidine,6.4,10.5,none,0,none,0,none,0,none,0,1,1,4.44,4.44,4.34,3.64,1.9,8.028,8.640,1.292,2.240,3.532,19.744
304,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,100,25,Histidine,6.3,12,none,0,Sucrose,0.3,tween-80,0.05,none,0,1,1,3.4,3.4,3.3,3.04,2.34,8.028,8.640,1.370,2.316,3.686,21.311
305,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,50,25,Histidine,6.2,13.5,none,0,none,0,tween-80,0.1,none,0,1,1,1.9,1.9,1.9,1.56,1.2,8.028,8.640,1.454,2.396,3.850,23.030
306,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,75,25,Histidine,6.2,12.8,none,0,Sucrose,0.5,none,0,none,0,1,1,1.95,1.95,1.95,1.79,0.8,8.028,8.640,1.454,2.396,3.850,23.030
307,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,90,25,Acetate,5.3,33,none,0,Sucrose,0.3,tween-80,0.1,none,0,1,1,3.99,3.4,3.1,3.13,1.85,8.028,8.640,2.655,3.352,6.006,44.202
308,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,70,25,Acetate,5.2,29,none,0,Sucrose,0.5,none,0,none,0,1,1,3.9,3.3,3.3,2.48,1.8,8.028,8.640,2.876,3.507,6.383,47.426
309,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,100,25,Acetate,5.3,35,none,0,none,0,tween-80,0.05,none,0,1,1,3.5,2.6,2,1.84,1.6,8.028,8.640,2.655,3.352,6.006,44.202
310,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,60,25,Acetate,5.2,27,none,0,Sucrose,0.4,tween-80,0.05,none,0,1,1,2.5,2.5,2.1,1.66,1.25,8.028,8.640,2.876,3.507,6.383,47.426
311,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,125,25,Histidine,6.3,12.5,none,0,none,0,none,0,none,0,1,1,2.93,2.93,2.93,2.69,2.36,8.028,8.640,1.370,2.316,3.686,21.311
312,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,125,25,Histidine,6.2,22.5,none,0,none,0,none,0,none,0,1,1,3.97,3.13,2.39,1.92,1.68,8.028,8.640,1.454,2.396,3.850,23.030
313,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,125,25,Histidine,6.2,22.5,none,0,none,0,none,0,Arginine,60,1,1,3.58,3.58,3.13,2.88,2.5,8.028,8.640,1.454,2.396,3.850,23.030
314,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,125,25,Histidine,6.2,22.5,none,0,none,0,none,0,Arginine,160,1,1,4.17,3.38,2.58,1.98,1.73,8.028,8.640,1.454,2.396,3.850,23.030
315,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,125,25,Histidine,6.1,37.5,none,0,none,0,none,0,none,0,1,1,2.58,2.58,2.04,1.88,1.64,8.028,8.640,1.546,2.480,4.026,24.894
316,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,125,25,Histidine,6.2,22.5,none,0,none,0,none,0,Proline,75,1,1,2.44,2.44,2.44,2.24,1.96,8.028,8.640,1.454,2.396,3.850,23.030
317,Trastuzumab,mAb_IgG1,3,149,8.6,0.3,125,25,Histidine,6,25,none,0,Sucrose,0.2,none,0,Arginine,60,1,1,3.68,3.14,2.68,2.29,2,8.028,8.640,1.645,2.569,4.214,26.888
318,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,none,0,none,0,none,0,0.9,0.9,1.81,1.81,1.81,1.67,1.45,,,,,,11.960
319,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6.2,12.3,none,0,none,0,none,0,none,0,0.9,0.9,11.03,9.57,5.61,4.57,4.31,,,,,,10.081
320,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5,20,none,0,none,0,none,0,none,0,0.9,0.9,1.6,1.6,1.6,1.47,1.28,,,,,,41.809
321,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Acetate,5,20,none,0,none,0,none,0,none,0,0.9,0.9,10.4,10.4,8.83,8.04,5,,,,,,41.809
322,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,none,0,none,0,Arginine,20,0.9,0.9,1.3,1.3,1.3,1.2,1.04,,,,,,11.960
323,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,Sucrose,0.2,none,0,Arginine,60,0.9,0.9,1.6,1.6,1.6,1.47,1.28,,,,,,11.960
324,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,none,0,none,0,Arginine,120,0.9,0.9,1.7,1.7,1.6,1.47,1.28,,,,,,11.960
325,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,none,0,none,0,Proline,25,0.9,0.9,2,2,2,1.84,1.6,,,,,,11.960
326,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,Sucrose,0.4,none,0,Proline,75,0.9,0.9,2.4,2.1,1.8,1.66,1.44,,,,,,11.960
327,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,none,0,none,0,Proline,150,0.9,0.9,1.5,1.5,1.5,1.5,1.5,,,,,,11.960
328,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,none,0,none,0,Arginine,60,0.9,0.9,1.45,1.45,1.45,1.45,1.45,,,,,,11.960
329,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,none,0,none,0,Proline,75,0.9,0.9,2.8,2.4,2,1.84,1.6,,,,,,11.960
330,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5,20,none,0,none,0,none,0,Arginine,60,0.9,0.9,2.23,2.23,2.23,2.23,2,,,,,,41.809
331,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6.2,12.3,none,0,none,0,none,0,Arginine,20,0.9,0.9,7.77,7.77,7.77,6.59,5,,,,,,10.081
332,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6.2,12.3,none,0,none,0,none,0,Arginine,60,0.9,0.9,6.58,6.58,6.58,6.34,4.75,,,,,,10.081
333,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6.2,12.3,none,0,none,0,none,0,Arginine,120,0.9,0.9,5.33,5.33,5.33,4.82,4,,,,,,10.081
334,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6.2,12.3,none,0,none,0,none,0,Proline,25,0.9,0.9,8.55,8,6.8,6,5.67,,,,,,10.081
335,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6.2,12.3,none,0,none,0,none,0,Proline,75,0.9,0.9,11.03,9.66,8.28,6.26,5,,,,,,10.081
336,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6.2,12.3,none,0,none,0,none,0,Proline,150,0.9,0.9,8.46,8.46,7.36,6.09,5,,,,,,10.081
337,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,none,0,none,0,none,0,0.9,0.9,3.58,3.58,3.58,3.29,2.4,,,,,,13.941
338,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,none,0,none,0,Arginine,25,0.9,0.9,2.57,2.57,2.57,2.57,2.57,,,,,,13.941
339,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,none,0,none,0,Arginine,50,0.9,0.9,2.98,2.98,2.98,2.98,2.98,,,,,,13.941
340,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,none,0,none,0,Arginine,75,0.9,0.9,5.76,4.71,4.71,4.28,3.66,,,,,,13.941
341,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,none,0,none,0,Arginine,100,0.9,0.9,2.09,2.09,2.09,1.92,1.68,,,,,,13.941
342,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,none,0,none,0,Arginine,150,0.9,0.9,2.69,2.69,2.69,2.49,2.17,,,,,,13.941
343,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,none,0,none,0,Arginine,200,0.9,0.9,1.85,1.85,1.85,1.85,1.85,,,,,,13.941
344,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,48,none,0,none,0,none,0,none,0,0.9,0.9,2.49,2.49,2.49,2.49,2.49,,,,,,13.941
345,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,none,0,none,0,Lysine,25,0.9,0.9,1.5,1.5,1.21,1.12,1.12,,,,,,11.960
346,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,none,0,none,0,Lysine,75,0.9,0.9,1.28,1.28,1.28,1.28,1.28,,,,,,11.960
347,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,none,0,none,0,Lysine,150,0.9,0.9,1.51,1.51,1.51,1.51,1.51,,,,,,11.960
348,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6.2,12.3,none,0,none,0,none,0,Lysine,25,0.9,0.9,4.59,4.59,3.67,3.22,2.26,,,,,,10.081
349,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6.2,12.3,none,0,none,0,none,0,Lysine,75,0.9,0.9,4.2,4.2,4.2,3.87,2.83,,,,,,10.081
350,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6.2,12.3,none,0,none,0,none,0,Lysine,150,0.9,0.9,5.49,5.49,5.49,5.06,4.77,,,,,,10.081
351,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6,50,none,0,none,0,none,0,none,0,0.9,0.9,2.1,2.1,2.1,1.47,1.1,,,,,,13.941
352,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6,75,none,0,none,0,none,0,none,0,0.9,0.9,1.89,1.89,1.89,1.66,1.1,,,,,,13.941
353,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6,50,none,0,none,0,none,0,none,0,0.9,0.9,6.39,6.39,6.39,5.87,3.2,,,,,,13.941
354,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6,75,none,0,none,0,none,0,none,0,0.9,0.9,4.18,4.18,4.18,3.84,3.3,,,,,,13.941
355,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,Sucrose,0.2,none,0,none,0,0.9,0.9,3.97,2.78,2.29,2.11,1.84,,,,,,13.941
356,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,Sucrose,0.4,none,0,none,0,0.9,0.9,4.26,3.97,3.68,3.02,2.64,,,,,,13.941
357,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,Sucrose,0.6,none,0,none,0,0.9,0.9,3.43,3.43,3.43,3.15,2.05,,,,,,13.941
358,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,Sucrose,0.2,tween-80,0.05,none,0,0.9,0.9,2.98,1.99,1.9,1.9,1.8,,,,,,13.941
359,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,Sucrose,0.2,tween-80,0.1,none,0,0.9,0.9,4.76,3.73,3.68,3.11,2.17,,,,,,13.941
360,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,Sucrose,0.5,none,0,none,0,0.9,0.9,5.46,3.58,3.08,2.74,2.35,,,,,,13.941
361,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,Sucrose,0.2,none,0,Arginine,25,0.9,0.9,4.96,3.48,3.28,2.83,2.07,,,,,,13.941
362,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,Sucrose,0.2,none,0,Arginine,50,0.9,0.9,2.74,2.74,2.74,2.52,1,,,,,,13.941
363,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,Sucrose,0.2,none,0,Arginine,75,0.9,0.9,3.78,3.48,3.08,2.74,1.7,,,,,,13.941
364,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5.1,25,none,0,none,0,none,0,Arginine,20,0.9,0.9,1.74,1.74,1.74,1.74,1.7,,,,,,37.732
365,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5.1,25,none,0,Sucrose,0.2,none,0,Arginine,60,0.9,0.9,2.4,2.4,2.4,2.4,2.4,,,,,,37.732
366,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5.1,25,none,0,none,0,none,0,Arginine,60,0.9,0.9,1.5,1.5,1.5,1.5,1.5,,,,,,37.732
367,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5.1,25,none,0,none,0,none,0,Proline,25,0.9,0.9,1.56,1.56,1.56,1.56,1.56,,,,,,37.732
368,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5.1,25,none,0,none,0,none,0,Proline,75,0.9,0.9,1.8,1.8,1.8,1.8,1.8,,,,,,37.732
369,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5.1,25,none,0,none,0,none,0,Proline,150,0.9,0.9,2.5,2,1.6,1.47,1.28,,,,,,37.732
370,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Acetate,5.2,30,none,0,none,0,none,0,Arginine,20,0.9,0.9,8.1,8.1,8.1,7.46,4,,,,,,34.099
371,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Acetate,5.2,30,none,0,none,0,none,0,Arginine,60,0.9,0.9,6.94,6.94,6.94,6.38,4.4,,,,,,34.099
372,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Acetate,5.2,30,none,0,none,0,none,0,Arginine,120,0.9,0.9,6.69,6.69,6.69,6.09,5.5,,,,,,34.099
373,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Acetate,5.2,30,none,0,none,0,none,0,Proline,25,0.9,0.9,8.06,8.06,8.06,7.27,5.11,,,,,,34.099
374,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Acetate,5.2,30,none,0,none,0,none,0,Proline,75,0.9,0.9,6.11,6.11,5.79,5.07,2.67,,,,,,34.099
375,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Acetate,5.2,30,none,0,none,0,none,0,Proline,150,0.9,0.9,9.66,9.66,9.66,8.46,6.6,,,,,,34.099
376,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5.1,25,none,0,none,0,none,0,Lysine,25,0.9,0.9,1.78,1.78,1.78,1.78,1.78,,,,,,37.732
377,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5.1,25,none,0,none,0,none,0,Lysine,75,0.9,0.9,1.68,1.68,1.68,1.68,1.68,,,,,,37.732
378,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5.1,25,none,0,none,0,none,0,Lysine,150,0.9,0.9,1.56,1.56,1.56,1.56,1.56,,,,,,37.732
379,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Acetate,5.2,30,none,0,none,0,none,0,Lysine,25,0.9,0.9,3.86,3.86,3.86,3.46,2.9,,,,,,34.099
380,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Acetate,5.2,30,none,0,none,0,none,0,Lysine,75,0.9,0.9,5.53,5.53,5.53,4.9,3.64,,,,,,34.099
381,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Acetate,5.2,30,none,0,none,0,none,0,Lysine,150,0.9,0.9,4.83,4.83,4.36,3.97,3.75,,,,,,34.099
382,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Acetate,5,68,none,0,none,0,none,0,none,0,0.9,0.9,5.26,4.86,4.41,4.02,3.04,,,,,,41.809
383,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Acetate,5,98,none,0,none,0,none,0,none,0,0.9,0.9,3.24,3.24,3.24,2.74,2.25,,,,,,41.809
384,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,50,none,0,none,0,none,0,none,0,0.9,0.9,4.46,3.48,3.48,3.2,2.8,,,,,,13.941
385,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,75,none,0,none,0,none,0,none,0,0.9,0.9,3.68,3.03,2.98,2.74,2.4,,,,,,13.941
386,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,97,none,0,none,0,none,0,none,0,0.9,0.9,2.63,2.63,2.63,2.43,1.8,,,,,,13.941
387,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70,25,Histidine,5.9,18.8,none,0,none,0,none,0,none,0,1.4,1.5,3.94,3.94,3.94,3.31,1.8,,,,,,-4.421
388,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55,25,Histidine,5.9,17.5,none,0,none,0,none,0,none,0,1.4,1.5,2.3,2.3,2.3,2.12,1.84,,,,,,-4.421
389,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55,25,Histidine,6,35,none,0,none,0,none,0,none,0,1.4,1.5,2.05,2.05,2.05,1.89,1.64,,,,,,-5.783
390,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55,25,Histidine,5.9,17.5,none,0,Sucrose,0.3,none,0,Arginine,25,1.4,1.5,3,2.35,2.35,1.66,1.1,,,,,,-4.421
391,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55,25,Histidine,5.9,17.5,none,0,Sucrose,0.3,none,0,none,0,1.4,1.5,2.19,2.19,2.19,2.19,2.19,,,,,,-4.421
392,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,20,25,Histidine,6,15,none,0,none,0,none,0,none,0,1.4,1.5,1.66,1.66,1.19,1.09,0.95,,,,,,-5.783
393,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70,25,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,1.4,1.5,2.9,2.55,2.55,2.55,2.5,,,,,,-16.95
394,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70,25,PBS,7.4,10,NaCl,140,Sucrose,0.2,none,0,none,0,1.4,1.5,3.39,3.39,3.39,2.76,2.1,,,,,,-16.95
395,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70,25,PBS,7.4,10,NaCl,140,none,0,none,0,Arginine,25,1.4,1.5,2.25,2.25,2.25,2.25,2.25,,,,,,-16.95
396,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70,25,PBS,7.4,10,NaCl,140,none,0,none,0,Proline,25,1.4,1.5,2.89,2.89,2.89,2.66,2.31,,,,,,-16.95
397,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,35,25,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,1.4,1.5,1.3,1.3,1.3,1.3,1.3,,,,,,-16.95
398,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,55,25,Acetate,5,20,none,0,none,0,none,0,none,0,1.4,1.5,4.59,4.59,3.3,3.04,1.75,,,,,,34.659
399,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,55,25,Acetate,5,20,none,0,Sucrose,0.25,none,0,none,0,1.4,1.5,5.34,5.34,5.34,4.59,2.8,,,,,,34.659
400,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,55,25,Acetate,5,20,NaCl,140,none,0,none,0,none,0,1.4,1.5,4.28,4.28,4.04,3.71,2.42,,,,,,34.659
401,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,20,25,Acetate,5,20,none,0,none,0,none,0,Arginine,25,1.4,1.5,1.55,1.55,1.55,1.55,1.55,,,,,,34.659
402,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,20,25,Acetate,5,20,none,0,Sucrose,0.25,none,0,Arginine,25,1.4,1.5,1.98,1.98,1.98,1.98,1.98,,,,,,34.659
